book_name,book_Price,book_reviews,book_rating,book_date,book_discount,book_author
Learn Blockchain Programming with JavaScript: Build your very own Blockchain and decentralized network with JavaScript and Node.js,"2,464",7,3.8 out of 5 stars,30-Nov-18,(20% off),by Eric Traub | 30 November 2018
"Learning Geospatial Analysis with Python: Understand GIS fundamentals and perform remote sensing data analysis using Python 3.7, 3rd Edition","3,100",26,4.4 out of 5 stars,27-Sep-19,(20% off),by Joel Lawhead | 27 September 2019
"Learning Python for Forensics: Leverage the power of Python in forensic investigations, 2nd Edition","2,782",11,4.3 out of 5 stars,01-Jan-19,(20% off),by Preston Miller Chapin Bryce | 1 January 2019
Deep Learning with PyTorch: A practical approach to building neural network models using PyTorch,"2,464",16,3.6 out of 5 stars,23-Feb-18,(20% off),by Vishnu Subramanian | 23 February 2018
"Getting Started with Tableau 2019.2: Effective data visualization and business intelligence with the new features of Tableau 2019.2, 2nd Edition","1,828",30,4.5 out of 5 stars,14-Jun-19,(20% off),by Tristan Guillevin | 14 June 2019
Building a Game with Unity and Blender: Give life to your ideas by developing complete 3D games with the Unity game engine and Blender,"2,782",12,4.1 out of 5 stars,27-Nov-15,(20% off),by Lee Zhi Eng | 27 November 2015
Bioinformatics with Python Cookbook - Third Edition: Use modern Python libraries and applications to solve real-world computational biology problems,"3,259",,,29-Jul-22,(20% off),by Tiago Antao | 29 July 2022
"Practical Mobile Forensics: Dive into mobile forensics on iOS, Android, Windows, and BlackBerry devices with this action-packed, practical guide","3,737",14,4.4 out of 5 stars,21-Jul-14,(20% off),"by Satish Bommisetty , Rohit Tamma , et al. | 21 July 2014"
The Deep Learning with PyTorch Workshop: Build deep neural networks and artificial intelligence applications with PyTorch,"2,226",4,4.3 out of 5 stars,22-Jul-20,(20% off),by Hyatt Saleh | 22 July 2020
VBA Automation for Excel 2019 Cookbook: Solutions to automate routine tasks and increase productivity with Excel and other MS Office applications,"2,466",54,4.1 out of 5 stars,18-Sep-20,(20% off),by Mike Van Niekerk | 18 September 2020
"Business Intelligence with Databricks SQL Analytics: Concepts, Tools, and Techniques for scaling Business Intelligence on the Data Lakehouse","2,704",,,09-Sep-22,(20% off),by Vihag Gupta | 9 September 2022
Mastering Ansible: Automate configuration management and overcome deployment challenges with Ansible,"2,464",14,4.2 out of 5 stars,09-Dec-21,(20% off),by James Freeman and Jesse Keating | 9 December 2021
Mastering ServiceNow Scripting: Leverage JavaScript APIs to perform client-side and server-side scripting on ServiceNow instances,"2,465",35,4.3 out of 5 stars,27-Feb-18,(20% off),by Andrew Kindred | 27 February 2018
"Learning C# by Developing Games with Unity 2021: Kickstart your C# programming and Unity journey by building 3D games from scratch, 6th Edition","2,464",93,4.5 out of 5 stars,29-Oct-21,(20% off),by Harrison Ferrone | 29 October 2021
Hands-On GPU-Accelerated Computer Vision with OpenCV and CUDA: Effective techniques for processing complex image data in real time using GPUs,"3,100",17,4.1 out of 5 stars,26-Sep-18,(20% off),by Bhaumik Vaidya | 26 September 2018
"Tensorflow Deep Learning Projects: 10 real-world projects on computer vision, machine translation, chatbots, and reinforcement learning",999,9,3.9 out of 5 stars,01-Jan-18,(68% off),by Luca Massaron Alberto Boschetti Alexey Grigorev rajalingappaa shanmugamani Abhishek Thakur | 1 January 2018
Fast Data Processing with Spark -,"14,653",1,3.0 out of 5 stars,31-Mar-15,,by Krishna Sankar and Holden Karau | 31 March 2015
The Deep Learning Workshop: Take a hands-on approach to understanding deep learning and build smart applications that can recognize images and interpret text,"2,464",7,4.8 out of 5 stars,31-Jul-20,(20% off),"by Mirza Rahim Baig , Thomas V. Joseph , et al. | 31 July 2020"
Drupal 8 Module Development: Build and customize Drupal 8 modules and extensions efficiently,"2,782",18,4.2 out of 5 stars,27-Oct-17,(20% off),by Daniel Sipos | 27 October 2017
Mastering OpenCV Android Application Programming,"3,100",2,4.1 out of 5 stars,29-Jul-15,(20% off),by Salil Kapur and Nisarg Thakkar | 29 July 2015
Mastering QuickBooks® 2022: The bestselling guide to bookkeeping and the QuickBooks Online accounting software,"1,669",73,4.2 out of 5 stars,31-Jan-22,(20% off),by Crystalynn Shelton | 31 January 2022
Getting Started with Amazon SageMaker Studio: Learn to build end-to-end machine learning projects in the SageMaker machine learning IDE,"2,464",2,5.0 out of 5 stars,31-Mar-22,(20% off),by Michael Hsieh | 31 March 2022
Pentaho Data Integration Beginner's Guide,"3,100",14,4.0 out of 5 stars,24-Oct-13,(20% off),by Maria Carina Roldan | 24 October 2013
ASP.NET Core 6 and Angular: Full-stack web development with ASP.NET 6 and Angular 13,"3,100",12,4.0 out of 5 stars,06-Apr-22,(20% off),by Valerio De Sanctis | 6 April 2022
Google Cloud Platform for Developers: Build highly scalable cloud solutions with the power of Google Cloud Platform,"2,782",9,4.2 out of 5 stars,30-Jul-18,(20% off),by Ted Hunter and Steven Porter | 30 July 2018
Learning Predictive Analytics with Python,"3,100",10,3.3 out of 5 stars,06-Jan-16,(20% off),by Ashish Kumar | 6 January 2016
"ASP.NET Core 5 and React: Full-stack web development using .NET 5, React 17, and TypeScript 4, 2nd Edition","2,464",43,4.4 out of 5 stars,08-Jan-21,(20% off),by Carl Rippon | 8 January 2021
Troubleshooting NetScaler,"2,782",20,4.7 out of 5 stars,06-Jan-16,(20% off),by Raghu Varma Tirumalaraju | 6 January 2016
"Python Web Scraping Cookbook: Over 90 proven recipes to get you scraping with Python, microservices, Docker, and AWS","2,464",11,4.0 out of 5 stars,09-Feb-18,(20% off),by Michael Heydt | 9 February 2018
Microsoft 365 and SharePoint Online Cookbook: Over 100 actionable recipes to help you perform everyday tasks effectively in Microsoft 365,"2,941",194,4.4 out of 5 stars,26-Jun-20,(20% off),by Gaurav Mahajan and Sudeep Ghatak | 26 June 2020
ReactJS by Example - Building Modern Web Applications with React,"2,853",8,2.9 out of 5 stars,06-Jan-16,(18% off),by Vipul A M and Prathamesh Sonpatki | 6 January 2016
"Practical Digital Forensics: Get started with the art and science of digital forensics with this practical, hands-on guide!","3,101",23,4.4 out of 5 stars,06-Jan-16,(20% off),by Richard Boddington | 6 January 2016
Implementing Devops with Microsoft Azure: Automate your deployments and incorporate the DevOps culture,"3,100",8,2.4 out of 5 stars,01-Jan-17,(20% off),by Mitesh Soni | 1 January 2017
ASP.NET 4 Social Networking,"1,850",6,2.7 out of 5 stars,23-Mar-11,(50% off),"by Atul Gupta, Sudhanshu Hate, et al. | 23 March 2011"
"ASP.NET Core 5 and React: Full-stack web development using .NET 5, React 17, and TypeScript 4, 2nd Edition","2,464",43,4.4 out of 5 stars,08-Jan-21,(20% off),by Carl Rippon | 8 January 2021
Troubleshooting NetScaler,"2,782",20,4.7 out of 5 stars,06-Jan-16,(20% off),by Raghu Varma Tirumalaraju | 6 January 2016
iPhone with Microsoft Exchange Server 2010: Business Integration and Deployment,"2,499",1,4.0 out of 5 stars,20-Mar-12,(47% off),by Steve Goodman | 20 March 2012
Liferay User Interface Development,799,2,3.0 out of 5 stars,24-Nov-10,(50% off),"by Jonas X. Yuan , Xinsheng Chen, et al. | 24 November 2010"
AWS Tools for PowerShell 6,"2,600",2,4.5 out of 5 stars,03-Aug-17,(26% off),by Ramesh Waghmare | 3 August 2017
Learning SAP BusinessObjects Dashboards,"2,500",1,4.0 out of 5 stars,29-Jun-15,(42% off),by Taha M. Mahmoud | 29 June 2015
Magento 1.4 Themes Design,"1,499",2,1.0 out of 5 stars,13-Jan-11,(50% off),by Richard Carter | 13 January 2011
Implementing Azure Solutions,"1,499",3,1.0 out of 5 stars,19-May-17,(62% off),"by Florian Klaffenbach, Jan-Henrik Damaschke, et al. | 19 May 2017"
"Python Web Scraping Cookbook: Over 90 proven recipes to get you scraping with Python, microservices, Docker, and AWS","2,464",11,4.0 out of 5 stars,09-Feb-18,(20% off),by Michael Heydt | 9 February 2018
Microsoft 365 and SharePoint Online Cookbook: Over 100 actionable recipes to help you perform everyday tasks effectively in Microsoft 365,"2,941",194,4.4 out of 5 stars,26-Jun-20,(20% off),by Gaurav Mahajan and Sudeep Ghatak | 26 June 2020
ReactJS by Example - Building Modern Web Applications with React,"2,853",8,2.9 out of 5 stars,06-Jan-16,(18% off),by Vipul A M and Prathamesh Sonpatki | 6 January 2016
"Practical Digital Forensics: Get started with the art and science of digital forensics with this practical, hands-on guide!","3,101",23,4.4 out of 5 stars,06-Jan-16,(20% off),by Richard Boddington | 6 January 2016
Implementing Devops with Microsoft Azure: Automate your deployments and incorporate the DevOps culture,"3,100",8,2.4 out of 5 stars,01-Jan-17,(20% off),by Mitesh Soni | 1 January 2017
Learning pandas -,"3,101",6,4.0 out of 5 stars,30-Jun-17,(20% off),by Michael Heydt | 30 June 2017
Microsoft Power BI Quick Start Guide: Build dashboards and visualizations to make your data come to life,"3,418",163,4.3 out of 5 stars,30-Jul-18,(20% off),"by Devin Knight, Brian Knight, et al. | 30 July 2018"
"Mobile Development with .NET: Build cross-platform mobile applications with Xamarin.Forms 5 and ASP.NET Core 5, 2nd Edition","2,464",13,3.9 out of 5 stars,09-Apr-21,(20% off),by Can Bilgin | 9 April 2021
"Django 3 Web Development Cookbook: Actionable solutions to common problems in Python web development, 4th Edition","2,226",48,4.2 out of 5 stars,23-Mar-20,(20% off),by Aidas Bendoraitis and Jake Kronika | 23 March 2020
