book_name,book_ratings,book_number_of_reviews,book_price,book_discount,book_author,day,month,year,years_launched,keyword,keyword2
"Windows Server 2019 Automation with PowerShell Cookbook: Powerful ways to automate and manage Windows administrative tasks, 3rd Edition",4.7,52,1995,58,by Thomas Lee ,28,February,2019,3,['splunk operational intelligence'],['splunk']
"The The Data Science Workshop: Learn how you can build machine learning models and create your own real-world data science projects, 2nd Edition",4.9,11,2464,20,"by Anthony So, Thomas V. Joseph, et al. ",28,August,2020,2,['mastering embedded linux'],['linux']
Splunk Operational Intelligence Cookbook,4,12,3100,20,"by Josh Diakun, Paul R Johnson , et al. ",31,October,2014,8,['mastering kali linux'],['kali']
Mastering Embedded Linux Programming: Harness the power of Linux to create versatile and robust embedded solutions,4.6,24,1700,51,by Chris Simmonds ,29,December,2015,7,['learn sql database'],['sql']
Mastering Kali Linux for Advanced Penetration Testing,4.2,12,3418,20,by Robert W. Beggs ,24,June,2014,8,['application development net'],['applications']
Learn SQL Database Programming: Query and manipulate databases from popular relational database servers using SQL,4.4,22,2464,20,by Josephine Bush ,29,May,2020,2,['vsphere data center'],['vsphere']
Enterprise Application Development with C# 9 and .NET 5: Enhance your C# and .NET skills by mastering the process of developing professional-grade web applications,4.2,21,3100,20,"by Ravindra Akella , Arun Kumar Tamirisa , et al. ",19,March,2021,1,['scalable maintainable apis'],['apis']
"VMware vSphere 6.7 Data Center Design Cookbook: Over 100 practical recipes to help you design a powerful virtual infrastructure based on vSphere 6.7, 3rd Edition",4.6,19,3736,20,by Mike Brown and Hersey Cartwright ,28,March,2019,3,['kubernetes cookbook'],['kubernetes']
"Modern API Development with Spring and Spring Boot: Design highly scalable and maintainable APIs with REST, gRPC, GraphQL, and the reactive paradigm",4,8,2782,20,by Sourabh Sharma ,25,June,2021,1,['mastering python'],['python']
"Kubernetes Cookbook: Practical solutions to container orchestration, 2nd Edition",4.5,6,2464,20,"by Hideto Saito , Hui-Chuan Chloe Lee, et al. ",30,May,2018,4,['performance programming qt'],['qt']
Mastering Python,3.6,14,2466,20,by Rick van Hattem ,6,January,2016,6,['node js'],['apis']
"Hands-On High Performance Programming with Qt 5: Build cross-platform applications using concurrency, parallel programming, and memory management",3.7,7,2782,20,by Marek Krajewski ,31,January,2019,3,['pandas cookbook'],['pandas']
"Beginning API Development with Node.js: Build highly scalable, developer-friendly APIs for the modern web with JavaScript and Node.js",3.5,8,899,25,by Anthony Nandaa ,24,July,2018,4,['design patterns azure'],['microservices']
"Pandas 1.x Cookbook: Practical recipes for scientific computing, time series analysis, and exploratory data analysis using Python, 2nd Edition",4.3,76,2464,20,by Matt Harrison and Theodore Petrou ,27,February,2020,2,['devops web development'],['devops']
"Hands-On Software Architecture with C# 8 and .NET Core 3: Architecting software solutions using microservices, DevOps, and design patterns for Azure Cloud",4.2,34,3849,8,by Gabriel Baptista and Francesco Abbruzzese ,29,November,2019,3,['learning akka'],['akka']
DevOps for Web Development,3.9,9,3100,20,by Mitesh Soni ,24,October,2016,6,['angular projects'],['typescript']
Learning Akka,3.4,10,2431,24,by Jason Goodwin ,30,December,2015,7,['deep learning python'],['tensorflow']
Angular Projects: Build nine real-world applications from scratch using Angular 8 and TypeScript,3.8,25,3305,20,by Zama Khan Mohammed ,13,September,2019,3,['python data analysis'],['data']
"Applied Deep Learning with Python: Use scikit-learn, TensorFlow, and Keras to create intelligent systems and machine learning solutions",4,6,2782,20,by Alex Galea and Luis Capelo ,31,August,2018,4,['mastering android studio'],['android']
Python Data Analysis -: Data manipulation and complex data analysis with Python,3.9,6,3100,20,by Armando Fandango ,27,March,2017,5,['self healing microservices'],['microservices']
Mastering Android Studio 3,3.4,6,1932,40,by Kyle Mew ,31,August,2017,5,['web applications vue'],['vue']
"Mastering Spring Cloud: Build self-healing, microservices-based, distributed systems using Spring Cloud",4.4,9,3100,20,by Piotr Mińkowski ,26,April,2018,4,['internet things projects'],['projects']
"Vue.js 2 Cookbook: Build modern, interactive web applications with Vue.js",4.5,15,2600,26,by Andrea Passaglia ,28,April,2017,5,['penetration testing windows'],['powershell']
Smart Internet of Things Projects,3.8,3,2464,20,by Agus Kurniawan ,6,January,2016,6,['python geospatial development'],['python']
"Hands-On Penetration Testing on Windows: Unleash Kali Linux, PowerShell, and Windows debugging tools for security testing and analysis",4,15,2782,20,by Phil Bramwell ,30,July,2018,4,['mastering java'],['java']
Python Geospatial Development Essentials,3,2,1828,20,by Karim Bahgat ,17,June,2015,7,['intelligence analytics tableau'],['tableau']
Mastering Java 9,4.5,2,1933,40,by Dr. Edward Lavieri and Peter Verhas ,6,October,2017,5,['jmeter cookbook'],['jmeter']
"Mastering Tableau 2019.1: An expert guide to implementing advanced business intelligence and analytics with Tableau 2019.1, 2nd Edition",3.9,14,2782,20,by Marleen Meier and David Baldwin ,28,February,2019,3,['learning saltstack'],['saltstack']
JMeter Cookbook,3.3,8,2782,13,by Bayo Erinle ,29,October,2014,8,['embedded programming qt'],['qt']
"Learning SaltStack -: Build, manage, and secure your infrastructure with the power of SaltStack",4.1,12,2227,20,by Colton Myers ,6,January,2016,6,['julia programming projects'],['julia']
Hands-On Embedded Programming with Qt: Develop high performance applications for embedded systems with C++ and Qt 5,4.5,9,2464,20,by John Werner ,12,July,2019,3,['mastering probabilistic graphical'],['probabilistic']
"Julia Programming Projects: Learn Julia 1.x by building apps for data analysis, visualization, machine learning, and the web",4.3,31,2782,20,by Adrian Salceanu ,26,December,2018,4,['tokenomics crypto shift'],['tokenomics']
Mastering Probabilistic Graphical Models Using Python,3.5,6,2782,20,by Ankur Ankan and Abinash Panda ,3,August,2015,7,['building ios apps'],['xcode']
"Tokenomics: The Crypto Shift of Blockchains, ICOs, and Tokens",3.3,17,2464,20,by Sean Au and Thomas Power ,8,October,2018,4,['healthcare analytics'],['analytics']
"iOS 13 Programming for Beginners: Get started with building iOS apps with Swift 5 and Xcode 11, 4th Edition",4,49,2464,20,by Ahmad Sahar and Craig Clayton ,24,January,2020,2,['visualizations web d3'],['visualizations']
Healthcare Analytics Made Simple: Techniques in healthcare computing using machine learning and Python,4.5,32,2464,20,by Vikas (Vik) Kumar ,31,July,2018,4,['deeplearning4j'],['deeplearning4j']
Learn D3.js: Create interactive data-driven visualizations for the web with the D3.js library,4.5,34,2226,20,by Helder da Rocha ,3,May,2019,3,['powerful penetration testing'],['nmap']
"Java Deep Learning Cookbook: Train neural networks for classification, NLP, and reinforcement learning using Deeplearning4j",4.5,4,2464,20,by Rahul Raj ,8,November,2019,3,['self learning agents'],['learning']
"Learn Kali Linux 2019: Perform powerful penetration testing using Kali Linux, Metasploit, Nessus, Nmap, and Wireshark",4.6,165,2227,20,by Glen D. Singh ,14,November,2019,3,['data analytics hadoop'],['hadoop']
Hands-On Reinforcement Learning for Games: Implementing self-learning agents in games using artificial intelligence techniques,3.8,2,2464,20,by Micheal Lanham ,3,January,2020,2,['selenium design patterns'],['selenium']
Big Data Analytics with R and Hadoop,3,18,4421,0,by Vignesh Prajapati ,25,November,2013,9,['blockchain example developer'],['blockchain']
Selenium Design Patterns and Best Practices,3.8,8,1987,20,by Dima Kovalenko ,23,September,2014,8,['data analysis'],['analyzing']
"Blockchain By Example: A developer's guide to creating decentralized applications using Bitcoin, Ethereum, and Hyperledger",3.6,3,1414,6,"by Bellaj Badr , Richard Horrocks , et al. ",30,November,2018,4,['python learn code'],['python']
"Data Analysis with R: A comprehensive guide to manipulating, analyzing, and visualizing data in R, 2nd Edition",4.4,20,2464,20,by Anthony Fischetti ,28,March,2018,4,['react web development'],['react']
"Learning Python: Learn to code like a professional with Python - an open source, versatile, and powerful programming language",4.2,18,2189,72,by Fabrizio Romano ,24,December,2015,7,['visualization techniques neo4j'],['neo4j']
"Elevating React Web Development with Gatsby: Practical guide to building performant, accessible, and interactive web apps with React and Gatsby.js 4",4.6,3,2466,20,by Samuel Larsen-Disney ,21,January,2022,0,['angular design patterns'],['angular']
"Learning Neo4j 3.x -: Effective data modeling, performance tuning and data visualization techniques in Neo4j",3.6,9,1680,57,by Jerome Baton and Rik Van Bruggen ,20,October,2017,5,['learning robotic process'],['automation']
Angular Design Patterns: Implement the Gang of Four patterns in your apps with Angular,3.8,14,1725,25,by Mathieu Nayrolles ,30,July,2018,4,['building android games'],['java']
Learning Robotic Process Automation: Create Software robots and automate business processes with the leading RPA tool – UiPath,4.2,58,2699,31,by Alok Mani Tripathi ,28,March,2018,4,['analysis using jupyter'],['jupyter']
Learning Java by Building Android Games,3.7,40,2782,20,by John Horton ,31,January,2015,7,['visual scripting unreal'],['scripting']
Practical Data Analysis Using Jupyter Notebook: Learn how to speak the language of data by extracting useful and actionable insights using Python,4,30,2226,20,by Marc Wintjen and Andrew Vlahutin ,19,June,2020,2,['mastering openstack'],['openstack']
Blueprints Visual Scripting for Unreal Engine: Build professional 3D games with Unreal Engine 4's Visual Scripting system,4.1,67,1828,20,by Brenden Sewell ,28,July,2015,7,['cloud platform aws'],['aws']
"Mastering Openstack: Design, deploy, and manage clouds in mid to large IT infrastructures",4,11,2782,20,by Omar Khedher Chandan Dutta Chowdhury ,1,January,2017,5,['applications fastapi develop'],['fastapi']
"AWS for System Administrators: Build, automate, and manage your infrastructure on the most popular cloud platform - AWS",4.6,38,2464,20,by Prashant Lakhera ,12,February,2021,1,['sql server 2019'],['dbas']
"Building Data Science Applications with FastAPI: Develop, manage, and deploy efficient machine learning applications with Python",4.3,17,3100,20,by Francois Voron ,8,October,2021,1,['shell scripting cookbook'],['scripting']
"SQL Server 2019 Administrator's Guide: A definitive guide for DBAs to implement, monitor, and maintain enterprise database solutions, 2nd Edition",4.2,30,2782,20,by Marek Chmel and Vladimír Mužný ,11,September,2020,2,['reactive applications microservices'],['microservices']
Linux Shell Scripting Cookbook - Third Edition,4.3,7,3101,20,"by Clif Flynt, Sarath Lakshman, et al. ",29,May,2017,5,['javascript functional programming'],['functional']
Spring Boot 2.0 Projects: Build production-grade reactive applications and microservices with Spring Boot,4,1,3100,20,by Mohamed Shazin Sadakath ,30,July,2018,4,['mastering linux shell'],['scripting']
JavaScript: Functional Programming for JavaScript Developers,4.5,2,5008,20,"by Ved Antani, Simon Timms, et al. ",27,December,2016,6,['mastering windows powershell'],['powershell']
Mastering Linux Shell Scripting,4.4,15,2226,20,by Andrew Mallett ,24,December,2015,7,['numpy beginner guide'],['numpy']
Mastering Windows PowerShell Scripting,4,12,3100,20,by Brenton J.W. Blawat ,27,April,2015,7,['java programming skills'],['java']
NumPy: Beginner's Guide - Third Edition,4.1,5,2782,20,by Ivan Idris ,24,June,2015,7,['python standard library'],['python']
Java Coding Problems: Improve your Java Programming skills by solving real-world coding challenges,4.4,66,3100,20,by Anghel Leonard ,20,September,2019,3,['spotfire comprehensive primer'],['spotfire']
Modern Python Standard Library Cookbook: Over 100 recipes to fully leverage the features of the standard library in Python,4,13,3100,20,by Alessandro Molina ,31,August,2018,4,['mongodb fundamentals hands'],['mongodb']
"TIBCO Spotfire: A Comprehensive Primer: Building enterprise-grade data analytics and visualization solutions, 2nd Edition",4.3,36,2226,20,by Andrew Berridge and Michael Phillips ,30,April,2019,3,['enterprise java microservices'],['microservices']
MongoDB Fundamentals: A hands-on guide to using MongoDB and Atlas in the real world,4.4,13,2464,20,"by Amit Phaltankar , Juned Ahsan , et al. ",22,December,2020,2,['create deep neural'],['tensorflow']
Hands-On Enterprise Java Microservices with Eclipse MicroProfile: Build and optimize your microservice architecture with Java,3.8,6,2226,20,"by Cesar Saavedra, Heiko W. Rupp, et al. ",30,August,2019,3,['serverless computing build'],['serverless']
Hands-On Deep Learning Architectures with Python: Create deep neural networks to solve computational problems using TensorFlow and Keras,4.4,17,1828,20,by Yuxi (Hayden) Liu and Saransh Mehta ,30,April,2019,3,['hyperparameter tuning python'],['hyperparameter']
"Hands-On Serverless Computing: Build, run and orchestrate serverless applications using AWS Lambda, Microsoft Azure Functions, and Google Cloud Functions",4,1,2782,20,by Kuldeep Chowhan ,23,July,2018,4,['microsoft business intelligence'],['warehousing']
Hyperparameter Tuning with Python: Boost your machine learning model's performance via hyperparameter tuning,5,1,2704,20,by Louis Owen ,29,July,2022,0,['web development blazor'],['blazor']
Microsoft SQL Server 2014 Business Intelligence Development Beginner's Guide: Get to grips with Microsoft Business Intelligence and Data Warehousing technologies using this practical guide,4,18,2984,23,by Reza Rad ,26,May,2014,8,['gui programming tkinter'],['tkinter']
Web Development with Blazor: A hands-on guide for .NET developers to build interactive UIs with C#,4.2,35,2782,20,by Jimmy Engström and Jeff Fritz ,18,June,2021,1,['dynamics 365 business'],['programming']
Python GUI Programming with Tkinter: Develop responsive and powerful GUI applications with Tkinter,4.1,62,2600,26,by Alan D. Moore ,15,May,2018,4,['kivy interactive applications'],['kivy']
"Programming Microsoft Dynamics 365 Business Central: Build customized business applications with the latest tools in Dynamics 365 Business Central, 6th Edition",3.9,17,3100,20,"by Marije Brummel, David Studebaker, et al. ",30,April,2019,3,['matlab machine learning'],['matlab']
Kivy - Interactive Applications and Games in Python -,4,22,2782,20,by Roberto Ulloa ,29,June,2015,7,['cucumber cookbook'],['cookbook']
"MATLAB for Machine Learning: Practical examples of regression, clustering and neural networks",4.2,20,3100,20,by Giuseppe Ciaburro ,28,August,2017,5,['packet analysis wireshark'],['wireshark']
Cucumber Cookbook,4,6,2464,20,by Shankar Garg ,2,June,2015,7,['concurrent programming scala'],['scala']
Packet Analysis with Wireshark,3.2,6,2226,20,by Anish Nath ,4,December,2015,7,['windows powershell scripting'],['powershell']
Learning Concurrent Programming in Scala -,4.4,10,2782,20,by Aleksandar Prokopec ,22,February,2017,5,['platformer game learning'],['platformer']
Mastering Windows PowerShell Scripting -: One-stop guide to automating administrative tasks,4.2,22,2782,20,by Chris Dent and Brenton J.W. Blawat ,27,October,2017,5,['object oriented javascript'],['javascript']
Learning C# by Developing Games with Unity 5.x -: Develop your first interactive 2D platformer game by learning the fundamentals of C#,4.2,44,2782,20,by Greg Lukosek ,6,January,2016,6,['tensorflow pytorch'],['tensorflow']
Object-Oriented JavaScript - Third Edition: Learn everything you need to know about object-oriented JavaScript (OOJS),4.3,14,2782,20,by Ved Antani and Stoyan Stefanov ,12,January,2017,5,['patterns big data'],['analytics']
Artificial Intelligence with Python Cookbook: Proven recipes for applying AI algorithms and deep learning techniques using TensorFlow 2.x and PyTorch 1.6,4.4,17,2464,20,by Ben Auffarth ,30,October,2020,2,['linux administration skills'],['administration']
Big Data Analytics with R: Leverage R Programming to uncover hidden patterns in your Big Data,4.1,21,3419,20,by Simon Walkowiak ,29,July,2016,6,['kubernetes docker enterprise'],['kubernetes']
Red Hat Enterprise Linux 8 Administration: Master Linux administration skills and prepare for the RHCSA certification exam,4.5,10,2464,20,"by Miguel Perez Colino, Pablo Iranzo Gomez, et al. ",11,November,2021,1,['automating arcgis'],['arcpy']
"Kubernetes and Docker - An Enterprise Guide: Effectively containerize applications, integrate enterprise systems, and scale applications in your enterprise",4.4,57,5644,20,by Scott Surovich and Marc Boorshtein ,6,November,2020,2,['learning react'],['react']
ArcPy and ArcGIS -: Automating ArcGIS for Desktop and ArcGIS Online with Python,4.6,19,3100,20,by Silas Toms and Dara O'Beirne ,29,June,2017,5,['mongodb administrator guide'],['mongodb']
"The React Workshop: A New, Interactive Approach to Learning React",4.6,14,2464,20,"by Brandon Richey , Endre Vegh , et al. ",21,August,2020,2,['docker windows'],['docker']
MongoDB Administrator's Guide,4.2,14,2464,20,by Cyrus Dasadia ,25,October,2017,5,['infrastructures active directory'],['powershell']
Docker on Windows,4.3,10,999,0,by Elton Stoneman ,13,July,2017,5,['nosql azure cosmos'],['nosql']
"Mastering Active Directory: Deploy and secure infrastructures with Active Directory, Windows Server 2016, and PowerShell, 2nd Edition",4.2,63,4134,20,by Dishan Francis ,9,August,2019,3,['learn docker fundamentals'],['kubernetes']
"Guide to NoSQL with Azure Cosmos DB: Work with the massively scalable Azure database service with JSON, C#, LINQ, and .NET Core 2",4.1,11,1828,20,by Gaston C. Hillar and Daron Yöndem ,28,September,2018,4,['firebase android development'],['firebase']
"Learn Docker – Fundamentals of Docker 19.x: Build, test, ship, and run containers with Docker and Kubernetes, 2nd Edition",4.3,26,2464,20,by Gabriel N. Schenker ,13,March,2020,2,['game development webassembly'],['webassembly']
"Mastering Firebase for Android Development: Build real-time, scalable, and cloud-enabled Android apps with Firebase",4.4,9,2783,20,by Ashok Kumar S ,29,June,2018,4,['metasploit beginners'],['metasploit']
Hands-On Game Development with WebAssembly: Learn WebAssembly C++ programming by building a retro space game,4.1,14,2464,20,by Rick Battagline ,31,May,2019,3,['scientific computing numpy'],['scipy']
Metasploit for Beginners: Create a threat-free environment with the best-in-class tool,4.5,7,2226,20,by Sagar Rahalkar ,21,July,2017,5,['continuous integration delivery'],['jenkins']
"Scientific Computing with Python: High-performance scientific computing with NumPy, SciPy, and pandas",4.7,16,2466,20,"by Claus Fuhrer, Jan Erik Solem, et al. ",23,July,2021,1,['data visualization python'],['matplotlib']
"Hands-On Continuous Integration and Delivery: Build and release quality software at scale with Jenkins, Travis CI, and CircleCI",4.2,3,2782,20,by Jean-Marcel Belmont ,29,August,2018,4,['hadoop quick start'],['hadoop']
"Matplotlib for Python Developers, Second Edition: Effective techniques for data visualization with Python, 2nd Edition",2.4,5,2464,20,by Allen Yu Claire Chung Aldrin Yim ,1,January,2018,4,['clean web applications'],['java']
Apache Hadoop 3 Quick Start Guide: Learn about big data processing and analytics,5,1,1250,46,by Hrishikesh Vijay Karambelkar ,31,October,2018,4,['python digital forensics'],['forensics']
Get Your Hands Dirty on Clean Architecture: A hands-on guide to creating clean web applications with code examples in Java,4.5,94,1351,20,by Tom Hombergs ,30,September,2019,3,['migrating applications cloud'],['azure']
Python Digital Forensics Cookbook: Effective Python recipes for digital investigations,4.7,10,2782,20,by Preston Miller and Chapin Bryce ,26,September,2017,5,['mastering microsoft dynamics'],['consultants']
Migrating Applications to the Cloud with Azure: Re-architect and rebuild your applications using cloud-native technologies,4.7,4,2466,20,"by Sjoukje Zaal , Amit Malik , et al. ",6,December,2019,3,['stack react projects'],['react']
"Mastering Microsoft Dynamics NAV 2016: The compilation of best skillset to harness Microsoft Dynamics NAV for Administrators, Consultants, and Developers",2.5,2,3489,19,by Rabindra Sah ,22,March,2017,5,['cloud native systems'],['cloud']
"Full-Stack React Projects: Learn MERN stack development by building modern web apps using MongoDB, Express, React, and Node.js, 2nd Edition",4.1,63,2226,20,by Shama Hoque ,17,April,2020,2,['software testing junit'],['junit']
"Cloud Native Development Patterns and Best Practices: Practical architectural patterns for building modern, distributed cloud-native systems",4,11,2782,20,by John Gilbert ,9,February,2018,4,['game animation programming'],['animation']
Mastering Software Testing with JUnit 5,4.2,16,2782,20,by Boni Garcia ,27,October,2017,5,['edge analytics azure'],['azure']
Hands-On C++ Game Animation Programming: Learn modern animation techniques from theory to implementation with C++ and OpenGL,4.7,23,2226,20,by Gabor Szauer ,12,June,2020,2,['practical convolutional neural'],['convolutional']
Hands-On Edge Analytics with Azure IoT: Design and develop IoT applications with edge analytical solutions including Azure IoT Edge,5,5,2466,20,by Colin Dow ,21,May,2020,2,['mastering unreal engine'],['mastering']
Practical Convolutional Neural Networks: Implement advanced deep learning models using Python,3.2,7,2226,20,"by Mohit Sewak , Md. Rezaul Karim , et al. ",27,February,2018,4,['professional azure sql'],['sql']
Mastering Unreal Engine 4.X: Master the art of building AAA games with Unreal Engine,2,4,3100,20,by Muhammad A.Moniem ,6,January,2016,6,['android security cookbook'],['android']
"Professional Azure SQL Managed Database Administration: Efficiently manage and modernize data in the cloud using Azure SQL, 3rd Edition",4.8,8,3100,20,by Ahmad Osama and Shashikant Shakya ,8,March,2021,1,['postgresql administration cookbook'],['postgresql']
Android Security Cookbook,4.6,4,2782,20,by Keith Makan and Scott Alexander-Bown ,23,December,2013,9,['python automation cookbook'],['automation']
"PostgreSQL Administration Cookbook, 9.5/9.6 Edition: Effective database management for administrators",4.1,8,3736,20,"by Simon Riggs , Gianni Ciolli, et al. ",27,April,2017,5,['qt5 gui programming'],['qt5']
Python Automation Cookbook: Explore the world of automation using Python recipes that will enhance your skills,4.5,12,2226,20,by Jaime Buelta ,27,September,2018,4,['ros robotics projects'],['robotics']
"Qt5 C++ GUI Programming Cookbook: Practical recipes for building cross-platform GUI applications, widgets, and animations with Qt 5, 2nd Edition",4.2,28,2464,20,by Lee Zhi Eng ,27,March,2019,3,['prototyping interfaces figma'],['prototyping']
"ROS Robotics Projects: Make your robots see, sense, and interact with cool and engaging projects with Robotic Operating System",3.7,19,3101,20,by Lentin Joseph ,31,March,2017,5,['building swiftui apps'],['swiftui']
"Designing and Prototyping Interfaces with Figma: Learn essential UX/UI design principles by creating interactive prototypes for mobile, tablet, and desktop",4.7,17,2784,20,by Fabio Staiano ,16,March,2022,0,['geospatial development qgis'],['geospatial']
SwiftUI Cookbook: Discover solutions and best practices to tackle the most common problems while building SwiftUI apps,4.1,26,2464,20,by Giordano Scalzo and Edgar Nzokwe ,19,October,2020,2,['mastering pytorch'],['pytorch']
"Mastering Geospatial Development with QGIS 3.x: An in-depth guide to becoming proficient in spatial data analysis using QGIS 3.4 and 3.6 with Python, 3rd Edition",4.2,20,2464,20,"by Shammunul Islam, Simon Miles, et al. ",28,March,2019,3,['mqtt protocol iot'],['mqtt']
Mastering PyTorch: Build powerful neural network architectures using advanced PyTorch 1.x features,4.6,32,2782,20,by Ashish Ranjan Jha and Dr. Gopinath Pillai ,12,February,2021,1,['azure synapse analytics'],['analytics']
MQTT Essentials - A Lightweight IoT Protocol: Send and receive messages with the MQTT protocol for your IoT solutions.,4.5,16,2464,20,by Gaston C. Hillar ,14,April,2017,5,['salesforce crm'],['crm']
Azure Synapse Analytics Cookbook: Implement a limitless analytical platform using effective recipes for Azure Synapse,4.5,14,2464,20,by Gaurav Agarwal and Meenakshi Muralidharan ,29,April,2022,0,['kotlin programming example'],['kotlin']
"Salesforce CRM - The Definitive Admin Handbook: Build, configure, and customize Salesforce CRM and mobile solutions, 5th Edition",4.3,72,2464,20,by Paul Goodey ,27,April,2019,3,['windows terminal tips'],['terminal']
Kotlin Programming by Example: Build real-world Android and web applications the Kotlin way,3.8,9,3100,20,by Iyanu Adelekan ,1,January,2018,4,['postgresql high performance'],['postgresql']
"Windows Terminal Tips, Tricks, and Productivity Hacks: Optimize your command-line usage and development processes with pro-level techniques",4.6,13,1828,20,by Will Fuqua and Carlos Zamora ,30,April,2021,1,['text processing nltk'],['nltk']
PostgreSQL 9.6 High Performance,3.5,3,1399,0,by Ibrar Ahmed and Gregory Smith ,31,May,2017,5,['microsoft power bi'],['data']
Python 3 Text Processing with NLTK 3 Cookbook: Over 80 practical recipes on natural language processing techniques using Python's NLTK 3.0,3.6,14,2782,20,by Jacob Perkins ,26,August,2014,8,['smart deep neural'],['processing']
Microsoft Power BI Complete Reference: Bring your data to life with the powerful features of Microsoft Power BI,4.2,80,3100,20,"by Devin Knight , Brian Knight, et al. ",21,December,2018,4,['learning scikit learn'],['scikit']
Deep Learning for Natural Language Processing: Solve your natural language processing problems with smart deep neural networks,3.1,5,2226,20,"by Karthiek Reddy Bokka, Shubhangi Hora, et al. ",11,June,2019,3,['test engineers cookbook'],['cookbook']
Mastering Machine Learning with scikit-learn -,4.6,6,2783,20,by Gavin Hackeling ,24,July,2017,5,['web testing testcafe'],['testcafe']
Advanced UFT 12 for Test Engineers Cookbook,2.4,2,2782,20,by Meir Bar-Tal and Jonathon Lee Wright ,28,November,2014,8,['salesforce crm'],['crm']
Modern Web Testing with TestCafe: Get to grips with end-to-end web testing with TestCafe and JavaScript,4.1,7,1828,20,by Dmytro Shpakovskyi ,30,September,2020,2,['data science marketing'],['analytics']
"Salesforce CRM: The Definitive Admin Handbook: The Definitive Admin Handbook - Second Edition: Salesforce CRM is a web-based Customer Relationship ... service, administrators of all levels can ea",3.3,9,3418,20,by Paul Goodey ,24,July,2013,9,['mastering unity scripting'],['unity']
Data Science for Marketing Analytics: Achieve your marketing goals with the data analytics power of Python,4.2,13,2464,20,"by Tommy Blanchard, Debasish Behera , et al. ",30,March,2019,3,['computer vision tensorflow'],['tensorflow']
Mastering Unity Scripting: Learn advanced C# tips and techniques to make professional-grade games with Unity,4.5,13,3100,20,by Alan Thorn ,31,January,2015,7,['mastering android ndk'],['ndk']
Mastering Computer Vision with TensorFlow 2.x: Build advanced computer vision applications using machine learning and deep learning techniques,4,16,2784,20,by Krishnendu Kar ,15,May,2020,2,['metasploit exploit systems'],['metasploit']
Mastering Android NDK,5,1,3100,20,by Sergey Kosarevsky and Viktor Latypov ,30,September,2015,7,['microsoft cloud infrastructure'],['azure']
"Mastering Metasploit: Exploit systems, cover your tracks, and bypass security controls with the Metasploit 5.0 framework, 4th Edition",4.5,72,2782,20,by Nipun Jaswal ,12,June,2020,2,['apache camel recipes'],['camel']
"The The Azure Cloud Native Architecture Mapbook: Explore Microsoft Cloud’s infrastructure, application, data, and security architecture",4.6,33,3577,20,by Stephane Eyskens and Ed Price ,17,February,2021,1,['odoo 14 development'],['odoo']
Apache Camel Developer's Cookbook (Solve Common Integration Tasks With over 100 Easily Accessible Apache Camel Recipes),4.2,18,3100,20,by Scott Cranton and Jakub Korab ,26,December,2013,9,['troubleshooting citrix xenapp'],['citrix']
"Odoo 14 Development Cookbook: Rapidly build, customize, and manage secure and efficient business apps using Odoo's latest features, 4th Edition",4.1,16,3100,20,"by Parth Gajjar , Alexandre Fayolle, et al. ",24,December,2020,2,['teams office 365'],['collaboration']
Troubleshooting Citrix XenApp®,5,3,2226,20,by Dragos Madarasan and Suraj Patil ,29,December,2015,7,['reinforcement learning python'],['learning']
Hands-On Microsoft Teams: A practical guide to enhancing enterprise collaboration with Microsoft Teams and Office 365,4.3,175,4136,20,by João Ferreira ,30,April,2020,2,['python projects kids'],['python']
"Mastering Reinforcement Learning with Python: Build next-generation, self-learning models using reinforcement learning techniques and best practices",4.4,28,2782,20,by Enes Bilgin ,18,December,2020,2,['application penetration testing'],['testing']
Python Projects for Kids,3.8,5,924,63,by Jessica Ingrassellino ,6,January,2016,6,['python object oriented'],['python']
Mobile Application Penetration Testing,3.1,3,3100,20,by Vijay Kumar Velu ,6,January,2016,6,['learning vulkan'],['vulkan']
"Python 3 Object Oriented Programming: If you feel it'Äôs time you learned object-oriented programming techniques, this is the perfect book for you. ... how to harness the power of OOP in Python.",4.5,59,3101,20,by Dusty Phillips ,15,December,2010,12,['javascript high performance'],['webassembly']
Learning Vulkan: Get introduced to the next generation graphics API-Vulkan,3.2,11,3418,20,by Parminder Singh ,13,December,2016,6,['java 11 cookbook'],['java']
"Hands-On JavaScript High Performance: Build faster web apps using Node.js, Svelte.js, and WebAssembly",4,5,2226,20,by Justin Scherer ,28,February,2020,2,['geospatial analysis qgis'],['geospatial']
"Java 11 Cookbook: A definitive guide to learning the key concepts of modern application development, 2nd Edition",4.7,8,2474,38,by Nick Samoylov and Mohamed Sanaulla ,29,September,2018,4,['unity virtual reality'],['unity']
"Hands-On Geospatial Analysis with R and QGIS: A beginner’s guide to manipulating, managing, and analyzing spatial data using R and QGIS 3.2.2",3.9,8,3100,20,by Shammunul Islam ,30,November,2018,4,['learning vmware nsx'],['vmware']
"Unity Virtual Reality Projects: Learn Virtual Reality by developing more than 10 engaging projects with Unity 2018, 2nd Edition",3.7,8,3100,20,by Jonathan Linowes ,24,May,2018,4,['photographic rendering vray'],['rendering']
Learning VMware NSX -,3,9,2464,20,by Ranjit Singh Thakurratan ,24,August,2017,5,['learn lua programming'],['lua']
Photographic Rendering with VRay for SketchUp: Turn your 3D modeling into photographic realism with this superb guide for SketchUp users. Through ... side to photographic rendering using V-Ray,4,25,3171,19,by Brian Bradley ,19,March,2014,8,['kivy blueprints'],['kivy']
