book_name,book_ratings,book_number_of_reviews,book_price,book_discount,book_author,day,month,year,years_launched,keyword,keyword2
Learn Wireshark: Confidently navigate the Wireshark interface and solve real-world networking problems,4.6,101,2505,20,by Lisa Bock ,23,August,2019,3,['enterprise linux troubleshooting'],['troubleshooting']
Red Hat Enterprise Linux Troubleshooting Guide,4.6,19,3418,20,by Benjamin Cane ,19,October,2015,7,['ue4 blueprints'],['blueprints']
"Blueprints Visual Scripting for Unreal Engine: The faster way to build games using UE4 Blueprints, 2nd Edition",4.5,115,3577,20,by Marcos Romero and Brenden Sewell ,23,August,2019,3,['android programming'],['android']
Android System Programming,4.1,16,2782,20,by Roger Ye ,31,May,2017,5,['unreal engine game'],['development']
Unreal Engine 4 Game Development Quick Start Guide: Programming professional 3D games with Unreal Engine 4,4.4,67,1510,20,by Rachel Cordone ,31,May,2019,3,['mastering apache storm'],['storm']
Mastering Apache Storm,5,1,3100,20,by Ankit Jain ,26,August,2014,8,['algorithms golang level'],['golang']
Learn Data Structures and Algorithms with Golang: Level up your Go programming skills to develop faster and more efficient code,3.7,22,2464,20,by Bhagvan Kommadi ,30,March,2019,3,['defined networking openflow'],['openflow']
Software Defined Networking with OpenFlow,3.3,8,2019,28,by Siamak Azodolmolky ,25,October,2013,9,['freeradius beginner guide'],['freeradius']
FreeRADIUS Beginner's Guide,4.3,20,2199,37,by Dirk van derWalt ,8,September,2011,11,['affinity designer practical'],['affinity']
"Up and Running with Affinity Designer: A practical, easy-to-follow guide to get up to speed with the powerful features of Affinity Designer 1.10",4.7,18,2782,20,by Kevin House ,29,September,2021,1,['react native'],['react']
"React and React Native: Build cross-platform JavaScript apps with native power for mobile, web and desktop",4,1,1880,52,by Adam Boduch ,8,March,2017,5,['docker microservices python'],['kubernetes']
"Hands-On Docker for Microservices with Python: Design, deploy, and operate a complex system with multiple microservices using Docker and Kubernetes",3.8,12,2464,20,by Jaime Buelta ,22,November,2019,3,['react native blueprints'],['blueprints']
React Native Blueprints,3.3,6,2782,20,by Emilio Rodriguez Martinez ,8,November,2017,5,['implementing aws'],['aws']
"Implementing AWS: Design, Build, and Manage your Infrastructure: Leverage AWS features to build highly secure, fault-tolerant, and scalable cloud environments",4.4,4,3102,20,"by Yohan Wadia, Rowan Udell, et al. ",31,January,2019,3,['frontend frameworks angular'],['frameworks']
"Hands-On Full-Stack Web Development with ASP.NET Core: Learn end-to-end web development with leading frontend frameworks, such as Angular, React, and Vue",3.7,4,2782,20,"by Tamir Dresher , Amir Zuker , et al. ",31,October,2018,4,['python workshop learn'],['python']
The The Python Workshop: Learn to code in Python and kickstart your career in software development or data science,4.5,178,2464,20,"by Andrew Bird , Dr Lau Cher Han , et al. ",6,November,2019,3,['restful apis golang'],['restful']
Neural Networks with R: Build smart systems by implementing popular deep learning models in R,4.2,29,1539,50,by Giuseppe Ciaburro and Balaji Venkateswaran ,27,September,2017,5,['php features'],['php']
"Hands-On RESTful Web Services with Go: Develop elegant RESTful APIs with Golang for microservices and the cloud, 2nd Edition",3.8,19,2464,20,by Naren Yellavula ,28,February,2020,2,['computer vision pytorch'],['pytorch']
"PHP 8 Programming Tips, Tricks and Best Practices: A practical guide to PHP 8 features, usage changes, and advanced programming techniques",4.7,8,3100,20,by Doug Bierer and Cal Evans ,27,August,2021,1,['containerization lxc'],['containerization']
Modern Computer Vision with PyTorch: Explore deep learning concepts and implement over 50 real-world image applications,4.6,57,3736,20,by V Kishore Ayyadevara and Yeshwanth Reddy ,27,November,2020,2,['b2c solution architect'],['b2c']
Containerization with LXC,4.3,8,3100,20,by Konstantin Ivanov ,28,February,2017,5,['learning tensorflow js'],['tensorflow']
Salesforce B2C Solution Architect's Handbook: Design scalable and cohesive business-to-consumer experiences spanning Salesforce Customer 360 products,4.7,18,3100,20,by Mike King ,19,November,2021,1,['blazor asp net'],['asp']
Hands-On Machine Learning with TensorFlow.js: A guide to building ML applications integrated with web technology using the TensorFlow.js library,4.7,4,2782,20,by Kai Sasaki ,27,November,2019,3,['net design patterns'],['patterns']
"C# 9 and .NET 5 – Modern Cross-Platform Development: Build intelligent apps, websites, and services with Blazor, ASP.NET Core, and Entity Framework Core using Visual Studio Code",4.5,387,4500,20,by Mark J. Price ,10,November,2020,2,['elastic stack'],['stack']
.NET Design Patterns,3.4,9,2464,20,by Praseed Pai and Shine Xavier ,31,January,2017,5,['automating workflows github'],['github']
"Getting Started with Elastic Stack 8.0: Run powerful and scalable data platforms to search, observe, and secure your organization",4.6,6,3102,20,by Asjad Athick and Shay Banon ,23,March,2022,0,['rabbitmq cookbook'],['rabbitmq']
Automating Workflows with GitHub Actions: Automate software development workflows and seamlessly deploy your applications using GitHub Actions,4.3,21,2464,20,by Priscila Heller ,11,November,2021,1,['ubuntu server cookbook'],['cookbook']
Rabbitmq Cookbook,3.5,9,2782,20,by Gabriele Santomaggio Boschi Sigismondo ,1,January,2013,9,['genetic algorithms python'],['algorithms']
Ubuntu Server Cookbook,5,5,3100,20,by Uday R. Sawant ,6,January,2016,6,['wireless penetration testing'],['kali']
Hands-On Genetic Algorithms with Python: Applying genetic algorithms to solve real-world deep learning and artificial intelligence problems,4.6,48,2464,20,by Eyal Wirsansky ,31,January,2020,2,['object oriented python'],['python']
Kali Linux Wireless Penetration Testing: Beginner's Guide: Master wireless testing techniques to survey and attack wireless networks with Kali Linux,4.5,68,2782,20,by Vivek Ramachandran and Cameron Buchanan ,30,March,2015,7,['utilities concurrent servers'],['servers']
"Python Object-Oriented Programming: Build robust and maintainable object-oriented Python applications and libraries, 4th Edition",4.2,49,2782,20,by Steven F. Lott and Dusty Phillips ,2,July,2021,1,['programming net core'],['multithreading']
Mastering Go: Harness the power of Go to build professional utilities and concurrent servers and services,4.4,30,2941,20,by Mihalis Tsoukalos ,31,August,2021,1,['node red programming'],['programming']
Hands-On Parallel Programming with C# 8 and .NET Core 3: Build solid enterprise software using task parallelism and multithreading,4,21,2600,26,by Shakti Tanwar ,20,December,2019,3,['keycloak openid'],['oauth']
Practical Node-RED Programming: Learn powerful visual programming techniques and best practices for the web and IoT,3.7,31,2464,20,by Taiji Hagino and Nick O'Leary ,22,March,2021,1,['projects unreal engine'],['ue4']
"Keycloak - Identity and Access Management for Modern Applications: Harness the power of Keycloak, OpenID Connect, and OAuth 2.0 protocols to secure applications",4.6,41,2782,20,by Stian Thorgersen and Pedro Igor Silva ,11,June,2021,1,['stack development spring'],['react']
Game Development Projects with Unreal Engine: Learn to build your first games and bring your ideas to life using UE4 and C++,4.4,49,2464,20,"by Hammad Fozi , Gonçalo Marques , et al. ",27,November,2020,2,['software architecture java'],['java']
Full Stack Development with Spring Boot and React - Third Edition: Build modern and scalable full stack applications using the power of Spring Boot and React,3.4,3,2782,20,by Juha Hinkula ,3,June,2022,0,['php design patterns'],['php']
Hands-On Software Architecture with Java: Learn key architectural techniques and strategies to design efficient and elegant Java applications,5,4,3102,20,by Giuseppe Bonocore ,16,March,2022,0,['rust high performance'],['rust']
Mastering PHP Design Patterns,5,2,1800,49,by Junade Ali ,6,January,2016,6,['master apache jmeter'],['jmeter']
Rust High Performance: Learn to skyrocket the performance of your Rust applications,3.9,4,2782,20,by Iban Eguia Moraza ,28,March,2018,4,['pandas scikit'],['scikit']
Master Apache JMeter - From Load Testing to DevOps: Master performance testing with JMeter,4.2,22,2226,20,"by Antonio Gomes Rodrigues, Bruno Demion (Milamber), et al. ",1,August,2019,3,['applications angular java'],['angular']
"Data Science Projects with Python: A case study approach to successful data science projects using Python, pandas, and scikit-learn",4.3,86,2226,20,by Stephen Klosterman ,30,April,2019,3,['restful python web'],['restful']
Java EE 8 and Angular: A practical guide to building modern single-page applications with Angular and Java EE,3,11,2782,20,by Prashant Padmanabhan ,11,January,2018,4,['angular development ivy'],['angular']
"Hands-On RESTful Python Web Services: Develop RESTful web services or APIs with modern Python 3.7, 2nd Edition",4.3,20,2782,20,by Gaston C. Hillar ,26,December,2018,4,['design patterns kotlin'],['kotlin']
Accelerating Angular Development with Ivy: A practical guide to building faster and more testable Angular apps with the new Ivy engine,3.9,5,1828,20,"by Lars Gyrup Brink Nielsen , Jacob Andresen , et al. ",29,October,2021,1,['asp net core'],['asp']
"Kotlin Design Patterns and Best Practices: Build scalable applications using traditional, reactive, and concurrent design patterns in Kotlin",4.2,18,2466,20,by Alexey Soshin and Anton Arhipov ,21,January,2022,0,['graph analytics neo4j'],['neo4j']
ASP.NET Core 5 for Beginners: Kick-start your ASP.NET web development journey with the help of step-by-step tutorials and examples,3.9,13,3100,20,"by Andreas Helland , Vincent Maverick Durano, et al. ",18,December,2020,2,['python robotics projects'],['robotics']
Hands-On Graph Analytics with Neo4j: Perform graph processing and visualization techniques using connected data across your enterprise,4.1,17,2782,20,by Estelle Scifo ,21,August,2020,2,['pandas cookbook'],['pandas']
Python Robotics Projects: Build smart and collaborative robots using Python,4.3,17,2473,72,by Prof. Diwakar Vaish ,30,May,2018,4,['exploring rendering algorithms'],['vulkan']
"PANDAS COOKBOOK (PB 2017): Recipes for Scientific Computing, Time Series Analysis and Data Visualization using Python",4.1,37,2500,29,by PETROU T. ,1,January,2017,5,['analytics using azure'],['analytics']
3D Graphics Rendering Cookbook: A comprehensive guide to exploring rendering algorithms in modern OpenGL and Vulkan,4.6,21,2464,20,by Sergey Kosarevsky and Viktor Latypov ,25,August,2021,1,['professional net developer'],['applications']
Azure Data Engineering Cookbook: Design and implement batch and streaming analytics using Azure Cloud Services,3.2,10,2782,20,by Ahmad Osama ,5,April,2021,1,['management react hooks'],['react']
Enterprise Application Development with C# 10 and .NET 6 - Second Edition: Become a professional .NET developer by learning expert techniques for building scalable applications,4.5,2,2941,20,"by Ravindra Akella , Arun Kumar Tamirisa, et al. ",17,June,2022,0,['ros robotics programming'],['robotics']
"Micro State Management with React Hooks: Explore custom hooks libraries like Zustand, Jotai, and Valtio to manage global states",4.8,9,2466,20,by Daishi Kato ,25,February,2022,0,['deep learning projects'],['neural']
"Mastering ROS for Robotics Programming: Design, build, and simulate complex robots using the Robot Operating System",3.8,17,3489,19,by Lentin Joseph ,21,December,2015,7,['architectural patterns'],['patterns']
R Deep Learning Projects: Master the techniques to design and develop neural network models in R,4.1,8,2226,20,by Yuxi (Hayden) Liu and Pablo Maldonado ,22,February,2018,4,['restful java web'],['restful']
Architectural Patterns: Uncover essential patterns in the most indispensable realm of enterprise architecture,3.8,8,3100,20,"by Pethuru Raj Chelliah, Harihara Subramanian , et al. ",22,December,2017,5,['core asp net'],['asp']
RESTful Java Web Services - Second Edition,3.9,10,2559,27,by Jobinesh Purushothaman ,22,September,2015,7,['learning angular'],['typescript']
"C# 8.0 and .NET Core 3.0 – Modern Cross-Platform Development: Build applications with C#, .NET Core, Entity Framework Core, ASP.NET Core, and ML.NET using Visual Studio Code, 4th Edition",4.3,401,5079,19,by Mark J. Price ,31,October,2019,3,['exploits malware phishing'],['cybersecurity']
"Learning Angular: A no-nonsense beginner's guide to building web applications with Angular 10 and TypeScript, 3rd Edition",4.1,52,2226,20,by Aristeidis Bampakos and Pablo Deeleman ,7,September,2020,2,['robot framework test'],['automation']
"Cybersecurity Threats, Malware Trends, and Strategies: Learn to mitigate exploits, malware, phishing, and other social engineering attacks",4.5,38,1800,22,by Tim Rains ,29,May,2020,2,['angular projects'],['angular']
Robot Framework Test Automation,2.9,17,1828,20,by Sumit Bisht ,25,October,2013,9,['response techniques ransomware'],['ransomware']
"Angular Projects: Build modern web apps by exploring Angular 12 with 10 different projects and cutting-edge technologies, 2nd Edition",4.3,45,2226,20,by Aristeidis Bampakos and Mark Thompson ,5,July,2021,1,['kubernetes enterprise'],['kubernetes']
Incident Response Techniques for Ransomware Attacks: Understand modern ransomware attacks and build an incident response strategy to work through them,4.8,13,498,44,by Oleg Skulkin ,14,April,2022,0,['exploratory data analysis'],['exploratory']
"Kubernetes – An Enterprise Guide: Effectively containerize applications, integrate enterprise systems, and scale applications in your enterprise",4.4,15,2784,20,by Marc Boorshtein and Scott Surovich ,22,December,2021,1,['learn azure sentinel'],['azure']
